player_id,player_name,season,team,position,age,games,snap_share,route_participation,target_share,targets_per_game,air_yards_share,adot,catch_rate,yptarget,yac_per_rec,rush_share,carries_per_game,ypc,rz_target_share,rz_rush_share,inside5_rush_share,inside10_target_share,rush_td,rec_td,pass_att_share,ypa,sack_rate,pass_td,receiving_yards,rushing_yards,passing_yards
00-0029892,Kyle Juszczyk,2025,SF,FB,,16,0.4594736842105263,,0.05426356589147287,1.75,0.03147953830010493,4.285714285714286,0.8571428571428571,7.607142857142857,4.541666666666667,0.0044444444444444444,0.125,-1.5,0.05434782608695652,0.01098901098901099,0.041666666666666664,0.03260869565217391,0,2,0.0,,,0,213,-3,0
00-0030035,Adam Thielen,2025,PIT,WR,,14,0.38882352941176473,,0.07829977628635347,2.5,0.0894998537584089,8.742857142857142,0.5428571428571428,5.314285714285714,2.3157894736842106,0.0,0.0,,0.047619047619047616,,,0.023809523809523808,0,0,0.0,,,0,186,0,0
00-0030061,Zach Ertz,2025,WAS,TE,,13,0.6646153846153846,,0.20224719101123595,5.538461538461538,0.21243523316062177,9.11111111111111,0.6944444444444444,7.0,2.46,0.0,0.0,,0.16071428571428573,,,0.10714285714285714,0,4,0.0,,,0,504,0,0
00-0030279,Keenan Allen,2025,LAC,WR,,17,0.5572222222222222,,0.22634508348794063,7.176470588235294,0.23330304407087687,8.418032786885245,0.6639344262295082,6.368852459016393,2.8518518518518516,0.0,0.0,,0.17391304347826086,,,0.07608695652173914,0,4,0.0,,,0,777,0,0
00-0030506,Travis Kelce,2025,KC,TE,,17,0.8188235294117647,,0.19672131147540983,6.352941176470588,0.17100977198697068,6.805555555555555,0.7037037037037037,7.87962962962963,5.578947368421052,0.002325581395348837,0.058823529411764705,1.0,0.12871287128712872,0.011363636363636364,0.047619047619047616,0.07920792079207921,0,5,0.0,,,0,851,1,0
00-0030564,DeAndre Hopkins,2025,BAL,WR,,17,0.33,,0.09582309582309582,2.2941176470588234,0.15195497630331753,13.153846153846153,0.5641025641025641,8.461538461538462,2.9545454545454546,0.0,0.0,,0.04225352112676056,,,0.014084507042253521,0,2,0.0,,,0,330,0,0
00-0030565,Geno Smith,2025,LV,QB,,15,0.9646666666666667,,0.0,0.0,0.0,,,,,0.12654320987654322,2.7333333333333334,2.658536585365854,,0.16279069767441862,0.16666666666666666,,0,0,0.9655172413793104,6.752232142857143,0.10934393638170974,19,0,109,3025
00-0031236,Brandin Cooks,2025,BUF,WR,,13,0.5435294117647059,,0.08933002481389578,2.769230769230769,0.16655907036797934,14.333333333333334,0.6666666666666666,7.75,1.7916666666666667,0.0,0.0,,0.018518518518518517,,,0.0,0,0,0.0,,,0,279,0,0
00-0031237,Teddy Bridgewater,2025,TB,QB,,3,0.1225,,0.0,0.0,0.0,,,,,0.0375,1.0,1.3333333333333333,,0.0,0.0,,0,0,0.13392857142857142,4.133333333333334,0.11764705882352941,0,0,4,62
00-0031345,Jimmy Garoppolo,2025,LA,QB,,3,0.08333333333333333,,0.0,0.0,0.0,,,,,0.09375,3.0,-1.1111111111111112,,,,,0,0,0.0,,,0,0,-10,0
00-0031381,Davante Adams,2025,LA,WR,,14,0.7123529411764705,,0.24782608695652175,8.142857142857142,0.3487080415358609,12.666666666666666,0.5263157894736842,6.921052631578948,1.95,0.0,0.0,,0.3404255319148936,,,0.24468085106382978,0,14,0.0,,,0,789,0,0
00-0031408,Mike Evans,2025,TB,WR,,8,0.65625,,0.23134328358208955,7.75,0.3522873022659256,13.290322580645162,0.4838709677419355,5.935483870967742,1.2333333333333334,0.0,0.0,,0.21428571428571427,,,0.11904761904761904,0,3,0.0,,,0,368,0,0
00-0031484,Chris Manhertz,2025,NYG,TE,,4,0.17823529411764708,,0.021052631578947368,0.5,0.0167427701674277,5.5,0.5,3.5,6.0,0.0,0.0,,0.05,,,0.0,0,0,0.0,,,0,7,0,0
00-0031503,Jameis Winston,2025,NYG,QB,,3,0.6766666666666666,,0.010101010101010102,0.3333333333333333,0.012548262548262547,13.0,1.0,33.0,20.0,0.0660377358490566,2.3333333333333335,3.2857142857142856,0.0,0.08333333333333333,0.1,0.0,1,1,0.6407766990291263,8.590909090909092,0.043478260869565216,2,33,23,567
00-0031588,Stefon Diggs,2025,NE,WR,,17,0.5433333333333333,,0.21161825726141079,6.0,0.19463687150837988,8.53921568627451,0.8333333333333334,9.931372549019608,4.1647058823529415,0.0,0.0,,0.14457831325301204,,,0.08433734939759036,0,4,0.0,,,0,1013,0,0
00-0031610,Darren Waller,2025,MIA,TE,,9,0.44999999999999996,,0.14345991561181434,3.7777777777777777,0.20455840455840457,10.558823529411764,0.7058823529411765,8.323529411764707,3.0416666666666665,0.00425531914893617,0.1111111111111111,4.0,0.20512820512820512,0.0,0.0,0.15384615384615385,0,6,0.0,,,0,283,4,0
00-0031687,Raheem Mostert,2025,LV,RB,,12,0.19999999999999998,,0.03571428571428571,1.0,-0.008588298443370907,-1.3333333333333333,1.0,5.833333333333333,7.166666666666667,0.08943089430894309,1.8333333333333333,4.7272727272727275,0.0196078431372549,0.12121212121212122,0.0,0.0196078431372549,0,0,0.0,,,0,70,104,0
