pfr_id,rush_ybc_att,rush_yac_att,rush_broken_tackles,rush_att_per_broken,pfr_rush_att,rec_ybc_per_rec,rec_yac_per_rec,pfr_adot,rec_broken_tackles,rec_drop_pct,pfr_targets,player_id
WaynJa01,,,,,,8.5,1.5,8.5,0.0,0.0,2.0,00-0038728
WeasTh00,,,,,,12.7,10.5,13.7,0.0,0.0,10.0,00-0040311
WeavXa00,,,,,,6.7,2.9,14.8,0.0,0.0,13.0,00-0039521
WentCa00,2.8,2.4,1.0,11.0,11.0,,,,,,,00-0032950
WestJa01,,,,,,0.0,0.0,6.0,0.0,0.5,2.0,00-0039305
WestNi00,,,,,,5.5,2.5,5.5,1.0,0.15,20.0,00-0036182
WhitBl01,,,,,,1.5,0.5,7.2,0.0,0.0,6.0,00-0038710
WhitJo04,4.0,0.0,0.0,,3.0,4.6,4.9,6.8,1.0,0.08,25.0,00-0039751
WhitRa01,2.8,1.5,9.0,14.7,132.0,-2.8,8.2,-2.3,4.0,0.0,45.0,00-0037256
WhitZa01,1.6,1.1,0.0,,12.0,0.0,6.0,-0.5,0.0,0.0,6.0,00-0038040
WhylJo01,,,,,,3.0,4.2,3.8,0.0,0.0,6.0,00-0038589
WickDo00,4.0,2.0,0.0,,1.0,8.8,2.2,11.2,2.0,0.043,46.0,00-0038393
WileJa00,,,,,,-4.0,8.0,-4.0,0.0,0.0,1.0,00-0039824
WillBr06,,,,,,,,2.0,0.0,0.0,1.0,00-0038643
WillCa03,4.3,0.8,5.0,15.4,77.0,-1.5,12.5,-1.5,0.0,0.0,2.0,00-0039918
WillIs03,9.0,2.3,0.0,,3.0,2.8,4.6,3.4,0.0,0.083,36.0,00-0039451
WillJa10,2.3,2.5,25.0,10.1,252.0,-2.0,5.9,-1.3,0.0,0.0,51.0,00-0036997
WillJa11,1.7,0.3,1.0,6.0,6.0,10.4,6.8,12.6,4.0,0.11800000000000001,102.0,00-0037240
WillJo011,2.8,0.0,0.0,,4.0,,,,,,,00-0040429
WillKe08,3.0,2.0,0.0,,2.0,5.0,0.0,5.0,0.0,0.0,1.0,00-0040534
WillKy02,2.8,2.0,22.0,11.8,259.0,3.5,4.3,2.7,1.0,0.04,50.0,00-0037840
WillKy03,1.5,0.0,0.0,,2.0,13.0,7.9,19.0,0.0,0.048,21.0,00-0040131
WillMa12,4.5,1.0,0.0,,22.0,,,,,,,00-0038128
WillSa01,1.3,2.1,1.0,11.0,11.0,1.7,6.1,1.7,1.0,0.0,10.0,00-0040009
WillTr06,2.1,1.5,0.0,,10.0,-3.5,10.4,-3.8,0.0,0.0,9.0,00-0035291
WillTr06,2.1,1.5,0.0,,10.0,-1.0,1.0,-1.0,0.0,0.0,1.0,00-0035291
WillTr06,2.1,1.5,0.0,,10.0,-3.9,11.7,-4.1,0.0,0.0,8.0,00-0035291
WillTr06,-0.7,0.3,0.0,,3.0,-3.5,10.4,-3.8,0.0,0.0,9.0,00-0035291
WillTr06,-0.7,0.3,0.0,,3.0,-1.0,1.0,-1.0,0.0,0.0,1.0,00-0035291
WillTr06,-0.7,0.3,0.0,,3.0,-3.9,11.7,-4.1,0.0,0.0,8.0,00-0035291
WillTr06,3.3,2.0,0.0,,7.0,-3.5,10.4,-3.8,0.0,0.0,9.0,00-0035291
WillTr06,3.3,2.0,0.0,,7.0,-1.0,1.0,-1.0,0.0,0.0,1.0,00-0035291
WillTr06,3.3,2.0,0.0,,7.0,-3.9,11.7,-4.1,0.0,0.0,8.0,00-0035291
WilsCe01,,,,,,3.8,5.0,7.7,1.0,0.0,9.0,00-0034418
WilsEm00,1.7,2.2,7.0,17.9,125.0,-2.3,8.9,-1.9,2.0,0.059000000000000004,17.0,00-0038797
WilsGa00,,,,,,8.2,2.8,9.1,3.0,0.051,59.0,00-0037740
WilsMi02,,,,,,9.4,3.5,11.9,3.0,0.008,126.0,00-0038559
WilsRo02,,,,,,8.3,5.5,13.2,0.0,0.0,21.0,00-0039739
WilsRu00,5.1,0.8,0.0,,18.0,,,,,,,00-0029263
WilsZa00,0.3,0.0,0.0,,3.0,,,,,,,00-0037013
WinsJa00,1.6,1.7,0.0,,7.0,13.0,20.0,13.0,1.0,0.0,1.0,00-0031503
WoerCh00,,,,,,1.6,4.4,1.3,2.0,0.0,9.0,00-0036429
WoodJe01,,,,,,3.0,1.0,2.0,0.0,0.0,3.0,00-0037755
WortXa00,7.1,0.8,1.0,11.0,11.0,8.1,4.6,12.1,2.0,0.013999999999999999,73.0,00-0039894
WrigBr01,,,,,,1.6,6.1,1.0,0.0,0.0,22.0,00-0036754
WrigJa04,1.6,2.5,6.0,11.7,70.0,-3.2,12.0,-3.1,0.0,0.111,9.0,00-0039874
WrigJa05,2.4,1.6,1.0,5.0,5.0,,,,,,,00-0040067
WrigOw00,2.0,0.0,0.0,,3.0,,,,,,,00-0038458
YankCo00,,,,,,7.0,2.0,6.0,0.0,0.0,3.0,00-0039686
YounBr01,3.3,0.7,2.0,27.0,54.0,,,,,,,00-0039150
YounDa02,,,,,,24.0,0.0,19.0,0.0,0.0,3.0,00-0037093
YuroBe00,,,,,,2.5,4.5,3.7,0.0,0.0,3.0,00-0040509
ZaccOl01,4.3,2.0,0.0,,4.0,4.5,3.5,6.7,1.0,0.077,65.0,00-0035208
ZylsSh00,,,,,,6.0,0.7,7.4,0.0,0.0,5.0,00-0036534
